Date;RR;DD;FF;FFX;PP;PP0;RAD;RH;TF;TT;TT5;TD;TX;TN;SO
201301120300;0;130;2;4;971.9;1018.9;0;76;-3.5;-1.2;-1.3;-4.8;-1.1;-1.2;0
201301120400;0;130;1;4;971.9;1018.9;0;72;-4;-1.3;-1.5;-5.6;-1.1;-1.3;0
201301120500;0;110;2;4;971.6;1018.6;0;71;-4.4;-1.6;-2.2;-6.1;-1.2;-1.6;0
201301120600;0;80;1;4;971.8;1018.8;0;71;-4.4;-1.6;-1.8;-6.1;-1.5;-1.6;0
201301120700;0;120;1;3;972.1;1019.2;1;67;-4.9;-1.6;-1.8;-6.9;-1.5;-1.7;0
201301120800;0;90;1;3;972.4;1019.5;8;68;-4.7;-1.5;-1.4;-6.6;-1.4;-1.6;0
201301120900;0;50;1;3;972.4;1019.4;66;69;-4;-0.9;0.4;-5.8;-0.9;-1.5;0
201301121000;0;130;2;4;972.3;1019.2;126;68;-3.7;-0.5;1.7;-5.6;-0.4;-1;0
201301121100;0;110;0;4;971.9;1018.7;150;68;-3.5;-0.3;3.2;-5.4;-0.1;-0.7;0
201301121200;0;140;2;3;971.3;1018;228;66;-3.2;0.2;4.2;-5.3;0.7;-0.2;0.4
201301121300;0;140;1;3;971;1017.6;176;64;-3;0.8;4;-5.2;0.9;0.4;3.7
201301121400;0;30;1;2;971.1;1017.7;140;64;-2.8;0.9;2.4;-5.1;1.1;0.7;5.2
201301121500;0;170;1;3;971.2;1017.8;52;65;-2.8;0.8;0.7;-5;1.1;0.8;0
201301121600;0;140;1;3;971.3;1018;4;68;-2.8;0.4;-0.8;-4.8;0.9;0.3;0
201301121700;0;120;1;2;971.5;1018.2;0;69;-2.8;0.3;-0.8;-4.7;0.4;0.3;0
201301121800;0;50;1;2;971.9;1018.7;0;72;-2.9;-0.1;-1.2;-4.5;0.3;-0.1;0
201301121900;0;50;1;3;972.1;1018.9;0;73;-2.8;-0.2;-1;-4.4;0;-0.2;0
201301122000;0;70;3;5;972.5;1019.4;0;75;-2.9;-0.5;-0.8;-4.3;-0.2;-0.5;0
201301122100;0;50;1;4;972.7;1019.6;0;77;-3;-0.8;-0.9;-4.3;-0.5;-0.8;0
201301122200;0;40;2;4;972.7;1019.6;0;78;-2.8;-0.7;-1;-4;-0.7;-0.8;0
201301122300;0;100;2;3;972.6;1019.5;0;79;-2.8;-0.9;-1;-4;-0.7;-0.9;0
201301130000;0;120;1;3;972.6;1019.6;0;81;-2.8;-1;-1.1;-3.8;-0.8;-1;0
201301130100;0;120;1;3;972.6;1019.6;0;82;-2.8;-1.2;-1.2;-3.8;-1;-1.2;0
201301130200;0;150;2;4;972.5;1019.5;0;82;-3;-1.4;-1.4;-4;-1.2;-1.4;0
201301130300;0;110;1;3;972.1;1019.2;0;73;-4.2;-1.6;-1.6;-5.7;-1.4;-1.6;0
201301130400;0;140;1;3;971.6;1018.7;0;71;-4.6;-1.8;-1.7;-6.3;-1.5;-1.8;0
201301130500;0;90;1;3;971.4;1018.4;0;71;-4.5;-1.7;-1.8;-6.2;-1.7;-1.8;0
201301130600;0;120;1;3;971.8;1018.9;0;66;-5.1;-1.7;-1.8;-7.1;-1.7;-1.8;0
201301130700;0;60;1;3;972;1019.1;0;65;-5.1;-1.6;-1.8;-7.2;-1.6;-1.7;0
201301130800;0;80;1;3;972;1019.1;12;63;-5.5;-1.7;-1.4;-7.7;-1.6;-1.8;0
201301130900;0;40;2;3;972;1019;27;64;-5.1;-1.5;-0.8;-7.3;-1.5;-1.6;0
201301131000;0;70;1;3;972;1019;56;62;-5.2;-1.3;0.2;-7.6;-1.2;-1.5;0
201301131100;0;110;1;3;971.3;1018.3;95;68;-4.4;-1.2;1;-6.3;-1.1;-1.5;0
201301131200;0;100;1;3;970.8;1017.7;110;76;-3.5;-1.2;1;-4.8;-1;-1.5;0
201301131300;0;50;1;3;970.9;1017.8;84;81;-3;-1.2;0.6;-4;-1;-1.3;0
201301131400;0;110;2;3;971.1;1018;70;83;-2.9;-1.3;0;-3.8;-1.2;-1.4;0
201301131500;0;110;1;3;971.1;1018.1;36;87;-2.7;-1.5;-0.8;-3.4;-1.2;-1.5;0
201301131600;0;130;0;3;971.3;1018.3;5;88;-2.7;-1.6;-1.4;-3.3;-1.4;-1.6;0
201301131700;0.1;100;1;2;971.3;1018.3;0;94;-2.2;-1.7;-1.6;-2.5;-1.5;-1.7;0
201301131800;0.1;60;1;2;971.1;1018.1;0;92;-2.6;-1.9;-1.8;-3;-1.7;-1.9;0
201301131900;0;110;2;4;971.2;1018.2;0;90;-2.7;-1.8;-1.7;-3.2;-1.6;-1.9;0
201301132000;0;30;1;4;971.1;1018.2;0;90;-2.9;-2;-2;-3.4;-1.8;-2;0
201301132100;0;50;1;3;970.9;1018;0;91;-2.8;-2;-2.1;-3.3;-1.9;-2;0
201301132200;0.2;30;1;3;970.8;1017.9;0;93;-2.8;-2.2;-2.2;-3.2;-2;-2.2;0
201301132300;0.4;20;1;3;970.5;1017.6;0;96;-2.5;-2.2;-2.2;-2.7;-2.2;-2.3;0
201301140000;0.8;60;1;2;970.2;1017.3;0;98;-2.6;-2.4;-2.2;-2.7;-2.2;-2.4;0
201301140100;0.8;50;1;2;970;1017.1;0;98;-2.7;-2.5;-2.2;-2.8;-2.3;-2.5;0
201301140200;1.2;30;0;2;970;1017.1;0;99;-2.6;-2.5;-2.1;-2.6;-2.5;-2.6;0
201301140300;0.5;310;1;2;969.3;1016.3;0;99;-2.4;-2.3;-2.1;-2.4;-2.3;-2.5;0
201301140400;0.6;310;1;3;968.5;1015.5;0;99;-2.5;-2.4;-2.1;-2.5;-2.3;-2.4;0
201301140500;1.1;300;1;3;968;1015;0;99;-2.4;-2.3;-1.7;-2.4;-2.3;-2.4;0
201301140600;1.6;270;0;2;968.2;1015.2;0;99;-2.4;-2.3;-1.4;-2.4;-2.1;-2.3;0
201301140700;2.7;360;1;1;968.1;1015;0;99;-2.2;-2.1;-1.1;-2.2;-2.1;-2.3;0
201301140800;0.4;110;1;2;968;1014.9;22;97;-2.1;-1.9;-0.8;-2.3;-1.9;-2.1;0
201301140900;0;80;1;3;967.9;1014.8;59;93;-2.4;-1.8;-0.5;-2.8;-1.8;-2.1;0
201301141000;0.1;140;1;3;968;1014.9;73;87;-3;-1.8;-0.2;-3.7;-1.8;-2.1;0
201301141100;0;220;1;3;967.7;1014.5;64;88;-2.8;-1.7;-0.1;-3.4;-1.6;-1.8;0
201301141200;0;120;0;3;966.9;1013.7;85;88;-2.6;-1.5;0;-3.2;-1.4;-1.7;0
201301141300;0;230;1;3;966.9;1013.7;100;87;-2.6;-1.4;0.1;-3.3;-1.3;-1.5;0
201301141400;0;170;1;3;966.9;1013.7;93;87;-2.7;-1.5;0.1;-3.4;-1.1;-1.6;0
201301141500;0;180;1;3;966.9;1013.7;38;88;-2.5;-1.4;0.1;-3.1;-1.3;-1.6;0
201301141600;0;150;1;2;967.3;1014.1;6;92;-2.1;-1.4;-0.1;-2.5;-1.3;-1.5;0
201301141700;0;140;1;2;967.3;1014.1;0;94;-1.9;-1.4;-0.3;-2.2;-1.4;-1.5;0
201301141800;0;80;1;2;967.3;1014.1;0;94;-1.8;-1.3;-0.4;-2.1;-1.2;-1.4;0
201301141900;0;20;1;2;967.3;1014.1;0;96;-1.7;-1.4;-0.5;-1.9;-1.3;-1.5;0
201301142000;0;120;1;3;967.3;1014.1;0;95;-1.8;-1.4;-0.5;-2.1;-1.3;-1.4;0
201301142100;0;20;1;2;967.7;1014.5;0;94;-1.7;-1.2;-0.5;-2;-1.2;-1.4;0
201301142200;0.1;350;1;2;968;1014.8;0;95;-1.7;-1.3;-0.4;-2;-1.2;-1.3;0
201301142300;0;30;1;2;968.2;1015;0;94;-1.7;-1.2;-0.4;-2;-1.2;-1.3;0
201301150000;0;350;1;2;968;1014.8;0;95;-1.7;-1.3;-0.4;-2;-1.2;-1.4;0
201301150100;0;310;0;2;967.9;1014.7;0;97;-1.5;-1.3;-0.4;-1.7;-1.2;-1.3;0
201301150200;0;140;2;2;967.9;1014.7;0;98;-1.5;-1.3;-0.4;-1.6;-1.2;-1.3;0
201301150300;0;150;0;2;967.7;1014.5;0;95;-1.6;-1.2;-0.3;-1.9;-1.2;-1.3;0
201301150400;0;150;1;2;967.4;1014.2;0;95;-1.7;-1.3;-0.3;-2;-1.2;-1.3;0
201301150500;0;160;1;2;967.1;1013.8;0;92;-2;-1.3;-0.3;-2.4;-1.3;-1.4;0
201301150600;0;60;1;2;967;1013.8;0;96;-1.7;-1.4;-0.3;-1.9;-1.3;-1.4;0
201301150700;0;140;2;3;967;1013.8;1;96;-1.8;-1.5;-0.3;-2;-1.4;-1.5;0
201301150800;0.1;140;0;2;966.9;1013.6;17;97;-1.5;-1.3;-0.2;-1.7;-1.3;-1.5;0
201301150900;0;120;1;2;966.5;1013.2;34;97;-1.4;-1.1;-0.1;-1.5;-1.1;-1.4;0
201301151000;0;350;0;3;966;1012.6;42;97;-1.4;-1.1;0;-1.5;-1;-1.2;0
201301151100;0;160;1;2;965.5;1012.1;55;96;-1.2;-0.9;0.1;-1.4;-0.7;-1.2;0
201301151200;0;60;1;3;964.4;1010.9;51;97;-1.1;-0.8;0.1;-1.2;-0.7;-0.9;0
201301151300;0;130;2;3;963.7;1010.1;58;94;-1;-0.5;0.1;-1.3;-0.5;-0.9;0
201301151400;0;150;1;4;964.2;1010.7;37;95;-1;-0.6;0.1;-1.3;-0.5;-0.7;0
201301151500;0;220;1;3;963.8;1010.3;18;94;-1.2;-0.7;0.1;-1.5;-0.6;-0.7;0
201301151600;0;270;1;2;963.8;1010.3;0;95;-1.2;-0.8;0.1;-1.5;-0.6;-0.8;0
201301151700;0;140;2;3;963.6;1010.1;0;97;-1.1;-0.9;0.1;-1.3;-0.7;-0.9;0
201301151800;0;290;0;3;963.4;1009.9;0;98;-1.2;-1;0.1;-1.3;-0.9;-1.1;0
201301151900;0;180;1;2;963.1;1009.6;0;99;-1;-0.9;0.1;-1;-0.8;-1.1;0
201301152000;0;220;1;2;962.3;1008.7;0;99;-1;-0.9;0.1;-1;-0.9;-1;0
201301152100;0;230;1;3;961.6;1008;0;98;-0.9;-0.7;0;-1;-0.7;-1;0
201301152200;0;300;2;4;961.1;1007.4;0;92;-1.4;-0.7;0;-1.8;-0.6;-0.8;0
201301152300;0;190;0;4;961.1;1007.5;0;93;-1.4;-0.8;-0.2;-1.8;-0.6;-0.8;0
201301160000;0;30;2;4;960.4;1006.8;0;94;-1.6;-1.1;-0.2;-1.9;-0.7;-1.2;0
201301160100;0;340;1;4;960.4;1006.8;0;94;-1.9;-1.4;-0.2;-2.2;-1.1;-1.4;0
201301160200;0;20;1;3;960.1;1006.6;0;96;-2.4;-2.1;-0.3;-2.6;-1.4;-2.1;0
201301160300;0;0;1;2;959.5;1006.2;0;99;-3.1;-3;-1.1;-3.1;-2.2;-3;0
201301160400;0;30;3;4;959.1;1005.8;0;99;-3.1;-3;-1.6;-3.1;-2.9;-3.4;0
201301160500;0;50;1;4;959.5;1006.1;0;99;-2.8;-2.7;-0.9;-2.8;-2.6;-3;0
201301160600;0;50;2;4;960;1006.6;0;99;-2.4;-2.3;-0.5;-2.4;-2.3;-2.7;0
201301160700;0;330;1;3;960.9;1007.5;0;99;-2.4;-2.3;-0.4;-2.4;-2.3;-2.5;0
201301160800;0;320;2;3;961.1;1007.7;8;99;-2.2;-2.1;-0.3;-2.2;-2;-2.3;0
201301160900;0;310;1;3;960.7;1007.3;28;99;-2.1;-2;-0.1;-2.1;-1.9;-2.2;0
201301161000;0;300;0;2;960.2;1006.7;41;96;-1.9;-1.6;0;-2.1;-1.6;-2;0
201301161100;0;260;1;3;959.3;1005.6;72;90;-2;-1.1;0.1;-2.5;-1.1;-1.6;0
201301161200;0;350;2;3;958.1;1004.3;188;85;-2;-0.6;0.1;-2.8;-0.3;-1.1;0
201301161300;0;40;1;2;957;1003.1;142;85;-1.7;-0.3;0.1;-2.5;-0.1;-0.6;0
201301161400;0;150;2;4;957.4;1003.5;90;88;-1.4;-0.3;0.1;-2;-0.1;-0.4;0
201301161500;0;20;1;4;957;1003.1;32;88;-1.4;-0.3;0.1;-2;-0.2;-0.4;0
201301161600;0;360;1;2;957.1;1003.2;4;88;-1.7;-0.6;0.1;-2.3;-0.3;-0.6;0
201301161700;0.3;300;2;3;957;1003.1;0;98;-0.9;-0.7;0.1;-1;-0.5;-0.7;0
201301161800;0.6;280;1;4;956.9;1003;0;99;-0.7;-0.6;0.1;-0.7;-0.6;-0.8;0
201301161900;2.6;220;2;4;957;1003.1;0;99;-0.8;-0.7;0.1;-0.8;-0.7;-0.8;0
201301162000;3.2;280;1;4;956.8;1002.9;0;99;-0.5;-0.4;0.1;-0.5;-0.4;-0.7;0
201301162100;1.9;310;3;6;956.5;1002.5;0;99;-0.4;-0.3;0.1;-0.4;-0.3;-0.4;0
201301162200;1;310;3;6;956.5;1002.5;0;99;-0.4;-0.3;0.1;-0.4;-0.3;-0.3;0
201301162300;0.7;300;1;4;956.5;1002.5;0;99;-0.4;-0.3;0.1;-0.4;-0.3;-0.3;0
201301170000;0.4;320;3;6;956.5;1002.6;0;99;-0.6;-0.5;0.1;-0.6;-0.3;-0.5;0
201301170100;0.1;320;3;6;956.5;1002.6;0;98;-0.8;-0.6;0.1;-0.9;-0.5;-0.6;0
201301170200;0.2;310;3;8;956.3;1002.4;0;98;-0.9;-0.7;0.1;-1;-0.6;-0.8;0
201301170300;0.2;310;5;9;956;1002.1;0;97;-1.1;-0.9;0.1;-1.3;-0.7;-0.9;0
201301170400;0.2;320;4;8;956.4;1002.6;0;95;-1.4;-1;0.1;-1.7;-0.9;-1;0
201301170500;0.3;320;5;10;956.7;1002.9;0;95;-1.5;-1.1;0.1;-1.8;-0.9;-1.1;0
201301170600;0.3;320;4;10;957;1003.2;0;93;-1.7;-1.1;0.1;-2.1;-1.1;-1.1;0
201301170700;0.2;320;4;9;957.6;1003.8;1;94;-1.6;-1.1;0.1;-1.9;-1.1;-1.2;0
201301170800;0.1;320;4;8;958.5;1004.8;25;90;-1.8;-0.9;0.1;-2.3;-0.8;-1.1;0
201301170900;0;320;5;10;959;1005.3;58;83;-2.3;-0.7;0.1;-3.2;-0.7;-0.9;0
201301171000;0;340;4;10;959.5;1005.7;131;80;-2.2;-0.3;0.1;-3.3;-0.3;-0.7;0
201301171100;0;330;4;10;959;1005.1;225;75;-2.1;0.3;0.1;-3.6;0.3;-0.3;0.7
201301171200;0;320;5;11;958.2;1004.2;216;69;-2.7;0.4;0.1;-4.6;0.4;0.2;3.6
201301171300;0;310;5;12;958.5;1004.6;112;67;-2.9;0.4;0.1;-4.9;0.5;0.3;0
201301171400;0;320;4;11;958.9;1005;69;65;-3.1;0.5;0.1;-5.2;0.5;0.4;0
201301171500;0;340;3;9;959;1005;23;64;-3.1;0.6;0.1;-5.3;0.6;0.5;0
201301171600;0;320;4;10;959.1;1005.2;8;64;-3.6;0.1;0.1;-5.8;0.6;0.1;0
201301171700;0;320;3;10;960.1;1006.3;0;63;NaN;0;0.1;-6.1;0.2;-0.1;0
201301171800;0;20;1;8;960.9;1007.2;0;83;-2.3;-0.7;0.1;-3.2;0.2;-0.7;0
201301171900;0;320;3;7;960.9;1007.1;0;63;NaN;0;0.1;-6.1;0;-0.7;0
201301172000;0;340;2;5;961.2;1007.5;0;81;-2.4;-0.6;0.1;-3.4;0;-0.8;0
201301172100;0;320;5;10;960.4;1006.6;0;63;-3.9;-0.1;0.1;-6.2;0;-0.6;0
201301172200;0;320;5;11;960.2;1006.4;0;64;-3.8;-0.1;0.1;-6;0;-0.1;0
201301172300;0;310;5;11;959.9;1006.1;0;64;-3.8;-0.1;0.1;-6;-0.1;-0.2;0
201301180000;0;330;3;11;960.1;1006.3;0;65;-3.7;-0.1;0.1;-5.8;0;-0.1;0
201301180100;0;320;4;8;959.8;1006;0;64;NaN;0;0.1;-5.9;0;-0.5;0
201301180200;0;330;6;12;959.2;1005.4;0;65;-4;-0.4;0.1;-6.1;-0.1;-0.4;0
201301180300;0;330;4;12;959.6;1005.8;0;64;-4;-0.3;0.1;-6.2;-0.2;-0.4;0
201301180400;0;320;5;10;958.7;1004.9;0;66;-3.9;-0.5;0.1;-6;-0.3;-0.7;0
201301180500;0;320;5;12;958.5;1004.7;0;65;-4.1;-0.5;0.1;-6.2;-0.4;-0.5;0
201301180600;0;310;5;13;957.8;1004;0;63;-4.2;-0.4;0.1;-6.5;-0.4;-0.5;0
201301180700;0;320;6;13;958.1;1004.3;1;63;-4.2;-0.4;0.1;-6.5;-0.2;-0.4;0
201301180800;0;320;6;13;958.2;1004.4;21;68;-3.9;-0.7;0.1;-5.8;-0.4;-0.7;0
201301180900;0;320;6;14;958.5;1004.8;48;72;-3.5;-0.8;0.1;-5.2;-0.7;-0.9;0
201301181000;0;320;7;14;957.9;1004.1;62;71;-3.4;-0.6;0.1;-5.1;-0.6;-0.8;0
201301181100;0;320;7;17;957.3;1003.5;122;72;-3.4;-0.7;0.1;-5.1;-0.5;-0.8;0
201301181200;0;320;7;17;956.9;1003;171;67;-3.4;-0.1;0.1;-5.4;-0.1;-0.7;0
201301181300;0;320;5;14;956.7;1002.8;100;69;-3.4;-0.3;0.1;-5.2;-0.1;-0.3;0
201301181400;0;320;6;12;956.8;1002.8;75;65;-3.4;0.2;0.1;-5.5;0.2;-0.3;0
201301181500;0;330;5;13;956.7;1002.7;79;62;-3.6;0.4;0.1;-6;0.4;0.2;0
201301181600;0;320;5;12;956.9;1002.9;16;61;-3.7;0.4;0.1;-6.2;0.6;0.4;0
201301181700;0;330;6;12;957;1003;0;63;-3.7;0.1;0.1;-6;0.4;0.1;0
201301181800;0;10;1;10;957.4;1003.5;0;75;-2.6;-0.2;0.1;-4;0.1;-0.2;0
201301181900;0;320;3;6;956.8;1002.9;0;68;-3.5;-0.3;0.1;-5.4;-0.2;-0.6;0
201301182000;0;60;1;7;957;1003.2;0;86;-2.5;-1.2;0.1;-3.2;-0.3;-1.2;0
201301182100;0;70;1;3;957.3;1003.7;0;94;-2.6;-2.1;0.1;-2.9;-1.3;-2.1;0
201301182200;0;90;2;3;957.4;1003.8;0;93;-2.8;-2.2;0.1;-3.2;-2.1;-2.2;0
201301182300;0;30;1;3;957.1;1003.5;0;93;-2.8;-2.2;0.1;-3.2;-2.1;-2.3;0
201301190000;0;40;1;3;956.6;1003;0;94;-2.7;-2.2;0.1;-3;-2.2;-2.3;0
201301190100;0;110;0;3;956.4;1002.8;0;95;-2.6;-2.2;0.1;-2.9;-2.1;-2.3;0
201301190200;0;220;1;2;956.4;1002.8;0;95;-2.6;-2.2;0.1;-2.9;-2.2;-2.3;0
201301190300;0;160;1;3;956;1002.4;0;97;-2.8;-2.5;0.1;-2.9;-2.2;-2.5;0
201301190400;0;160;1;4;955.7;1002.1;0;96;-2.8;-2.5;0.1;-3;-2.4;-2.5;0
201301190500;0;280;1;2;955.8;1002.2;0;92;-3.4;-2.7;0.1;-3.8;-2.4;-2.7;0
201301190600;0;290;1;2;955.8;1002.3;0;90;-3.9;-3;0.1;-4.4;-2.7;-3;0
201301190700;0;320;1;2;956;1002.6;0;90;-4.2;-3.3;0.1;-4.7;-3;-3.3;0
201301190800;0;310;2;3;956;1002.6;8;84;-5.1;-3.7;0.1;-6;-3.1;-3.7;0
201301190900;0;300;2;4;955.9;1002.5;30;82;-5.1;-3.5;0.1;-6.1;-3.4;-3.9;0
201301191000;0;300;1;3;955.5;1002.1;57;85;-4.6;-3.3;0.1;-5.4;-3.2;-3.6;0
201301191100;0;340;2;3;954.6;1001;84;85;-4;-2.7;0.1;-4.8;-2.7;-3.3;0
201301191200;0;330;1;2;954.7;1001.1;92;82;-4.1;-2.5;0.1;-5.1;-2.4;-2.9;0
201301191300;0;140;1;2;954.2;1000.5;90;82;-3.9;-2.3;0.1;-4.9;-2.2;-2.6;0
201301191400;0;140;2;4;954.4;1000.7;67;84;-3.7;-2.3;0.1;-4.6;-2.2;-2.4;0
201301191500;0;110;2;3;954.8;1001.2;27;85;-3.7;-2.4;0.1;-4.5;-2.2;-2.5;0
201301191600;0;30;1;3;954.9;1001.3;5;84;-3.9;-2.5;0.1;-4.8;-2.4;-2.5;0
201301191700;0;40;1;3;954.8;1001.2;0;84;-3.9;-2.5;0.1;-4.8;-2.4;-2.5;0
201301191800;0;30;1;2;954.9;1001.3;0;86;-3.7;-2.4;0.1;-4.4;-2.4;-2.5;0
201301191900;0;30;1;2;955.1;1001.5;0;87;-3.5;-2.4;0.1;-4.2;-2.3;-2.5;0
201301192000;0;50;1;2;954.9;1001.3;0;86;-3.7;-2.4;0.1;-4.4;-2.4;-2.5;0
201301192100;0;60;1;3;955.1;1001.5;0;86;-3.8;-2.5;0.1;-4.5;-2.4;-2.5;0
201301192200;0;30;1;3;955.1;1001.5;0;87;-3.7;-2.6;0.1;-4.4;-2.5;-2.6;0
201301192300;0;20;1;3;954.8;1001.2;0;87;-3.7;-2.6;0.1;-4.4;-2.5;-2.7;0
201301200000;0;40;1;2;954.4;1000.8;0;88;-4;-2.9;0.1;-4.6;-2.6;-2.9;0
201301200100;0;30;1;2;954.4;1000.8;0;89;-3.9;-3;0.1;-4.5;-3;-3.3;0
201301200200;0;0;1;2;954.4;1000.9;0;89;-4.1;-3.2;0.1;-4.7;-3;-3.3;0
201301200300;0;340;1;2;954.2;1000.7;0;90;-4.3;-3.4;0.1;-4.8;-3.2;-3.5;0
201301200400;0;10;1;2;953.6;1000.1;0;86;-4.8;-3.5;0.1;-5.5;-3.4;-3.5;0
201301200500;0;30;1;2;954.1;1000.6;0;91;-4.5;-3.7;0.1;-4.9;-3.5;-3.8;0
201301200600;0;50;1;2;954.1;1000.7;0;91;-4.8;-4;0;-5.2;-3.7;-4.1;0
201301200700;0;20;1;2;954.1;1000.7;1;91;-4.7;-3.9;0;-5.1;-3.9;-4.1;0
201301200800;0;20;0;2;954.2;1000.6;38;89;-4;-3.1;0;-4.6;-3.1;-3.9;0
201301200900;0;270;1;2;954.3;1000.6;70;84;-3.8;-2.4;0.1;-4.7;-2.3;-3.2;0
201301201000;0;250;0;2;954;1000.2;88;82;-3.2;-1.6;0.1;-4.2;-1.6;-2.3;0
201301201100;0;310;0;2;953.6;999.6;140;79;-2.6;-0.7;0.1;-3.8;-0.7;-1.6;0
201301201200;0;280;0;3;952.7;998.5;214;75;-2.1;0.3;0.1;-3.6;0.3;-0.7;14.9
201301201300;0;320;0;2;952.5;998.1;214;70;-1.5;1.5;0.1;-3.3;1.8;0.3;12.8
201301201400;0;320;1;3;952.7;998.2;80;72;-1;1.8;0.1;-2.7;1.8;1.2;0
201301201500;0;350;1;3;952.2;997.6;50;76;0.1;2.5;0.1;-1.3;2.5;1.8;0
201301201600;0;40;1;2;952.2;997.6;4;83;0.5;2.1;0.1;-0.5;2.4;2;0
201301201700;0;160;1;2;952;997.5;0;85;0.2;1.6;0.1;-0.6;2.1;1.6;0
201301201800;0;140;1;2;951.9;997.5;0;85;-0.5;0.9;0.1;-1.3;1.6;0.9;0
201301201900;0;120;0;2;952.3;998;0;88;-0.5;0.6;0.1;-1.1;1;0.6;0
201301202000;0;60;1;2;951.8;997.5;0;97;0;0.3;0.1;-0.1;0.6;0.2;0
201301202100;0;60;1;3;952;997.7;0;98;0;0.2;0.1;-0.1;0.4;0;0
201301202200;0;100;1;2;952.2;997.9;0;99;0.1;0.2;0.1;0.1;0.3;-0.1;0
201301202300;0;20;1;2;951.4;997.2;0;99;-0.5;-0.4;0.1;-0.5;0.2;-0.5;0
201301210000;0;60;1;2;951.5;997.4;0;99;-1;-0.9;0.1;-1;-0.4;-1;0
201301210100;0;320;2;4;951.4;997.2;0;99;-0.5;-0.4;0.1;-0.5;-0.4;-1.1;0
201301210200;0;350;1;5;951.3;997.1;0;99;-0.4;-0.3;0.1;-0.4;0;-0.9;0
201301210300;0;60;1;4;950.4;996.3;0;99;-1.2;-1.1;0.1;-1.2;0.2;-1.1;0
201301210400;0;150;1;3;950.4;996.3;0;99;-1.2;-1.1;0.1;-1.2;-0.9;-1.2;0
201301210500;0;40;1;2;950.4;996.2;0;99;-0.9;-0.8;0.1;-0.9;-0.7;-1.3;0
201301210600;0;10;0;2;950.5;996.2;0;99;NaN;0.1;0.1;0;0.1;-0.7;0
201301210700;0;70;0;1;950.8;996.4;4;99;0.5;0.6;0.1;0.5;0.7;0;0
201301210800;0;20;0;2;950.8;996.2;51;95;1.4;1.8;0.1;1.1;1.8;0.5;0
201301210900;0;260;1;2;951.3;996.5;87;92;2.2;3;0.1;1.8;3;1.9;0
201301211000;0.7;320;1;2;951.5;996.7;77;93;2.5;3.1;0.1;2.1;3.1;2.6;0
201301211100;0.2;300;1;2;951.1;996.1;123;96;3.5;3.9;0.1;3.3;3.9;3.1;0
201301211200;0;340;1;3;950.4;995.4;115;95;3.7;4.1;0.1;3.4;4.1;3.7;0
201301211300;0;20;0;3;950.1;995;87;95;3.8;4.2;0.1;3.5;4.2;4;0
201301211400;0;300;1;2;950.5;995.5;42;94;3.6;4.2;0.1;3.3;4.4;4;0
201301211500;0;60;2;3;950.7;995.7;26;98;4;4.2;0.1;3.9;4.3;3.9;0
201301211600;0;60;2;5;951.2;996.3;6;99;3.2;3.3;0.1;3.2;4.2;3.3;0
201301211700;0;120;1;5;951.6;996.9;0;99;2.5;2.6;0.1;2.5;3.2;2.6;0
201301211800;0;150;1;3;952.5;997.9;0;99;1.9;2;0.1;1.9;2.6;2;0
201301211900;0.3;190;1;4;953;998.5;0;99;1.5;1.6;0.1;1.5;2;1.6;0
201301212000;0.8;260;1;2;953.4;999;0;99;1.2;1.3;0.1;1.2;1.6;1.3;0
201301212100;0.5;240;0;1;953.4;999;0;99;1.3;1.4;0.1;1.3;1.4;1.3;0
201301212200;0.3;150;1;2;953.6;999.2;0;99;1.2;1.3;0.1;1.2;1.4;1.3;0
201301212300;0.1;160;0;2;953.8;999.5;0;99;1;1.1;0.1;1;1.3;1.1;0
201301220000;0;150;1;2;953.8;999.5;0;99;1;1.1;0.1;1;1.1;1;0
201301220100;0;150;1;2;954.5;1000.2;0;99;0.9;1;0.1;0.9;1.1;1;0
201301220200;0;130;1;2;954.6;1000.3;0;99;0.9;1;0.1;0.9;1;0.9;0
201301220300;0;140;1;2;955.3;1001;0;99;1;1.1;0.1;1;1.1;1;0
201301220400;0;30;1;2;955.4;1001.1;0;99;1.1;1.2;0.2;1.1;1.2;1.1;0
201301220500;0;150;2;3;955.7;1001.5;0;99;1;1.1;0.4;1;1.2;1.1;0
201301220600;0;210;1;3;956.5;1002.3;0;99;0.7;0.8;0.4;0.7;1.1;0.8;0
201301220700;0;170;2;5;957.4;1003.4;0;99;0.3;0.4;0.5;0.3;0.8;0.4;0
201301220800;0.1;140;2;4;958.1;1004.1;16;99;0.2;0.3;0.7;0.2;0.5;0.3;0
201301220900;0;210;1;3;958.7;1004.7;51;99;0.5;0.6;0.8;0.5;0.6;0.3;0
201301221000;0;190;1;2;958.7;1004.6;124;94;0.6;1.1;1.3;0.3;1.2;0.5;0
201301221100;0;180;1;3;958.5;1004.3;160;92;0.7;1.4;1.5;0.3;1.5;1;0
201301221200;0;140;1;3;958.5;1004.3;125;93;0.8;1.4;1.5;0.4;1.7;1.3;0
201301221300;0;110;1;3;958.5;1004.3;83;93;0.9;1.5;1.3;0.5;1.5;1.3;0
201301221400;0;140;1;2;958.9;1004.7;47;93;1;1.6;0.9;0.6;1.6;1.4;0
201301221500;0;160;1;3;959.7;1005.6;16;95;1.1;1.5;0.7;0.8;1.7;1.5;0
201301221600;0.4;140;1;3;960.1;1006.1;2;96;0.7;1.1;0.4;0.5;1.5;1.1;0
